ID,GENDER,EMPLOYMENT STATUS,SECTOR,MARITAL STATUS,CREDIT SCORE,SCOREGRADE,CRR,CURRENCY,PRINCIPAL_DISBURSED,EMI,OD_DAYS,PRUDENTIAL_CLASSIFICATION,RISK_GRADE,OD_AMOUNT,LOAN_STATUS
50560,FEMALE,EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,#N/A,#N/A,A5,KES,"226,007.03","20,983.49",20,NORMAL,A1-A6,"3,088.85",CURRENT
50561,FEMALE,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,633,HH,B9,KES,"459,000.00","37,252.76",81,WATCH,B7,"104,352.43",CURRENT
50563,FEMALE,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,637,HH,B9,KES,"119,070.55","11,055.25",112,SUBSTANDARD,B8,"46,606.32",CURRENT
50564,MALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,664,FF,B9,KES,"715,000.00","66,382.46",112,SUBSTANDARD,B8,"238,099.81",CURRENT
50565,0,EMPLOYED,BUSINESS SERVICES,MARRIED,658,GG,A5,KES,"719,000.00","66,753.83",50,WATCH,B7,"110,500.60",CURRENT
50566,MALE,EMPLOYED,FINANCE & INSURANCE,0,702,DD,A5,KES,"183,056.85","16,995.89",0,NORMAL,A1-A6,80.92,CURRENT
50569,FEMALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,758,AA,A5,KES,"1,000,000.00","92,842.60",0,NORMAL,A1-A6,0,CURRENT
50573,MALE,EMPLOYED,MANUFACTURING & PROCESSING,0,595,II,A5,KES,"120,311.05","11,176.16",0,NORMAL,A1-A6,341.31,CURRENT
50581,FEMALE,SELF-EMPLOYED,BUSINESS SERVICES,SINGLE,585,II,A5,KES,"107,000.00","9,932.39",0,NORMAL,A1-A6,0,CURRENT
50582,MALE,EMPLOYED,TRANSPORT & COMMUNICATION,SINGLE,644,GG,A5,KES,"68,052.23","6,318.95",0,NORMAL,A1-A6,51.45,CURRENT
50583,FEMALE,SELF-EMPLOYED,BUILDING & CONSTRUCTION,MARRIED,702,DD,A5,KES,"340,000.00","31,779.23",0,NORMAL,A1-A6,0,CURRENT
50584,FEMALE,0,INDIVIDUALS,0,665,FF,A3,KES,"300,787.39","27,890.52",0,NORMAL,A1-A6,0,CURRENT
50590,MALE,EMPLOYED,FINANCE & INSURANCE,0,611,II,A5,KES,"79,074.67","7,344.30",0,NORMAL,A1-A6,59.22,CURRENT
50593,MALE,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,770,AA,A5,KES,"182,000.00","14,769.07",0,NORMAL,A1-A6,0,CURRENT
50597,FEMALE,EMPLOYED,INDIVIDUALS,MARRIED,665,FF,A5,KES,"51,000.00","6,168.06",0,NORMAL,A1-A6,0,CURRENT
50598,FEMALE,EMPLOYED,BUSINESS SERVICES,0,633,HH,A5,KES,"150,000.00","13,922.48",0,NORMAL,A1-A6,0,CURRENT
50601,FEMALE,EMPLOYED,BUSINESS SERVICES,MARRIED,617,HH,A5,KES,"200,339.69","18,737.56",0,NORMAL,A1-A6,0,CURRENT
50603,FEMALE,EMPLOYED,NON PROFIT INSTITUTIONS,OTHER,621,HH,A5,KES,"300,000.00","28,053.28",0,NORMAL,A1-A6,0,CURRENT
50604,FEMALE,0,WHOLESALE AND RETAIL TRADE,0,622,HH,A5,KES,"355,000.00","32,949.88",0,NORMAL,A1-A6,0,CURRENT
50605,MALE,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",SINGLE,625,HH,B9,KES,"583,000.00","47,362.89",81,WATCH,B7,"148,479.01",CURRENT
50611,MALE,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,784,AA,A5,KES,"369,000.00","34,249.31",0,NORMAL,A1-A6,0,CURRENT
50612,MALE,EMPLOYED,PETROLEUM & NATURAL GAS,0,560,JJ,A5,KES,"95,000.00","8,770.65",0,NORMAL,A1-A6,0,CURRENT
50614,#N/A,SELF-EMPLOYED,BUSINESS SERVICES,0,604,II,A5,KES,"89,000.00","8,260.68",0,NORMAL,A1-A6,0,CURRENT
50615,0,0,INDIVIDUALS,0,691,EE,A5,KES,"1,000,000.00","92,816.56",0,NORMAL,A1-A6,0,CURRENT
50620,0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,626,HH,A5,KES,"650,000.00","60,207.98",0,NORMAL,A1-A6,0,CURRENT
50622,MALE,SELF-EMPLOYED,AGRICULTURE,MARRIED,638,HH,A5,KES,"105,000.00","9,745.74",19,NORMAL,A1-A6,"9,932.00",CURRENT
50629,FEMALE,EMPLOYED,BUSINESS SERVICES,SINGLE,771,AA,A5,KES,"70,000.00","5,648.33",0,NORMAL,A1-A6,0,CURRENT
50632,FEMALE,EMPLOYED,INDIVIDUALS,SINGLE,726,CC,A5,KES,"250,000.00","20,271.80",0,NORMAL,A1-A6,0,CURRENT
50645,MALE,EMPLOYED,TRANSPORT & COMMUNICATION,0,649,GG,A5,KES,"200,000.00","18,547.96",19,NORMAL,A1-A6,"18,918.08",CURRENT
50648,MALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,0,653,GG,A5,KES,"1,000,000.00","92,816.56",0,NORMAL,A1-A6,923.69,CURRENT
50660,MALE,EMPLOYED,NON PROFIT INSTITUTIONS,SINGLE,565,JJ,A5,KES,"90,000.00","7,300.90",0,NORMAL,A1-A6,0,CURRENT
50662,FEMALE,SELF-EMPLOYED,AGRICULTURE,OTHER,693,DD,A5,KES,"300,000.00","27,844.97",0,NORMAL,A1-A6,0,CURRENT
50676,FEMALE,EMPLOYED,BUSINESS SERVICES,SINGLE,706,DD,A5,KES,"51,000.00","4,733.65",0,NORMAL,A1-A6,0,CURRENT
50680,MALE,SELF-EMPLOYED,REAL ESTATE,SINGLE,762,AA,A5,KES,"987,000.00","91,618.19",0,NORMAL,A1-A6,0,CURRENT
50690,MALE,SELF-EMPLOYED,NON PROFIT INSTITUTIONS,SINGLE,625,HH,A5,KES,"402,000.00","37,315.61",0,NORMAL,A1-A6,0,CURRENT
50692,FEMALE,0,INDIVIDUALS,0,654,GG,A3,KES,"80,000.00","8,773.83",0,NORMAL,A1-A6,0,CURRENT
50693,FEMALE,EMPLOYED,BUSINESS SERVICES,SINGLE,659,GG,A5,KES,"60,000.00","5,567.40",0,NORMAL,A1-A6,0,CURRENT
50716,MALE,EMPLOYED,NON PROFIT INSTITUTIONS,MARRIED,757,AA,A5,KES,"1,000,000.00","92,824.91",0,NORMAL,A1-A6,0,CURRENT
50723,0,EMPLOYED,INDIVIDUALS,MARRIED,795,AA,A5,KES,"298,000.00","21,719.40",0,NORMAL,A1-A6,0,CURRENT
50725,MALE,EMPLOYED,BUSINESS SERVICES,0,577,JJ,A5,KES,"152,000.00","14,103.52",0,NORMAL,A1-A6,0,CURRENT
50736,FEMALE,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",SINGLE,584,II,B9,KES,"66,000.00","6,126.44",78,WATCH,B7,"19,176.52",CURRENT
50739,FEMALE,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,632,HH,A5,KES,"100,000.00","9,278.38",0,NORMAL,A1-A6,0,CURRENT
50742,FEMALE,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,690,EE,A5,KES,"264,000.00","24,505.00",0,NORMAL,A1-A6,0,CURRENT
50745,MALE,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,609,II,A5,KES,"56,008.11","5,185.60",0,NORMAL,A1-A6,0,CURRENT
50749,MALE,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,719,CC,A5,KES,"320,000.00","29,703.98",0,NORMAL,A1-A6,0,CURRENT
50767,MALE,SELF-EMPLOYED,TRANSPORT & COMMUNICATION,0,663,FF,A5,KES,"1,000,000.00","92,824.91",0,NORMAL,A1-A6,0,CURRENT
50778,FEMALE,EMPLOYED,BUSINESS SERVICES,SINGLE,634,HH,A5,KES,"82,098.45","7,621.83",18,NORMAL,A1-A6,"2,981.80",CURRENT
50782,FEMALE,0,INDIVIDUALS,0,651,GG,A5,KES,"117,079.02","10,861.14",0,NORMAL,A1-A6,72.19,CURRENT
50786,MALE,EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,634,HH,B9,KES,"1,000,000.00","92,824.91",78,WATCH,B7,"194,626.41",CURRENT
50787,FEMALE,SELF-EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,589,II,B9,KES,"904,000.00","81,964.95",110,SUBSTANDARD,B8,"317,117.73",CURRENT
50789,MALE,EMPLOYED,REAL ESTATE,SINGLE,690,EE,A5,KES,"1,000,000.00","92,824.91",0,NORMAL,A1-A6,0,CURRENT
50801,MALE,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,759,AA,A5,KES,"279,000.00","25,914.16",0,NORMAL,A1-A6,0,CURRENT
50803,FEMALE,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,698,DD,A5,KES,"700,000.00","60,304.55",0,NORMAL,A1-A6,285.74,CURRENT
50806,FEMALE,EMPLOYED,INDIVIDUALS,MARRIED,755,AA,A5,KES,"1,000,000.00","75,354.47",0,NORMAL,A1-A6,0,CURRENT
50807,FEMALE,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,636,HH,A5,KES,"110,000.00","10,217.05",0,NORMAL,A1-A6,92.53,CURRENT
50809,MALE,EMPLOYED,BUSINESS SERVICES,SINGLE,716,CC,A5,KES,"150,000.46","13,921.90",0,NORMAL,A1-A6,0,CURRENT
50813,FEMALE,EMPLOYED,MANUFACTURING & PROCESSING,0,684,EE,A5,KES,"98,000.00","9,102.46",0,NORMAL,A1-A6,0,CURRENT
50817,FEMALE,EMPLOYED,FINANCE & INSURANCE,SINGLE,704,DD,B9,KES,"450,000.00","41,797.03",48,WATCH,B7,"85,884.83",CURRENT
50822,MALE,EMPLOYED,BUSINESS SERVICES,0,670,FF,A5,KES,"164,000.00","19,839.17",0,NORMAL,A1-A6,0,CURRENT
50825,0,0,INDIVIDUALS,0,640,GG,A5,KES,"947,000.00","87,959.53",0,NORMAL,A1-A6,0,CURRENT
50827,MALE,EMPLOYED,TRANSPORT & COMMUNICATION,0,612,II,B9,KES,"72,044.24","6,692.32",78,WATCH,B7,"21,140.16",CURRENT
50840,MALE,SELF-EMPLOYED,BUSINESS SERVICES,0,697,DD,B9,KES,"219,000.00","20,341.22",0,NORMAL,A1-A6,0,CURRENT
50844,FEMALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,606,II,A5,KES,"83,103.16","7,721.12",0,NORMAL,A1-A6,0,CURRENT
50850,FEMALE,EMPLOYED,NON PROFIT INSTITUTIONS,SINGLE,649,GG,A5,KES,"80,049.66","6,497.57",0,NORMAL,A1-A6,0,CURRENT
50878,FEMALE,EMPLOYED,FINANCE & INSURANCE,0,627,HH,A5,KES,"591,000.00","54,893.43",0,NORMAL,A1-A6,0,CURRENT
50883,#N/A,0,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,618,HH,A5,KES,"700,000.00","124,086.45",0,NORMAL,A1-A6,"123,525.98",EXPIRED
50887,MALE,EMPLOYED,TOURISM & HOSPITALITY,MARRIED,597,II,A5,KES,"86,000.00","7,987.88",0,NORMAL,A1-A6,0,CURRENT
50899,#N/A,0,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,720,CC,A5,KES,"1,000,000.00","92,882.28",0,NORMAL,A1-A6,0,CURRENT
50906,FEMALE,0,INDIVIDUALS,0,574,JJ,A5,KES,"80,000.00","7,429.28",0,NORMAL,A1-A6,0,CURRENT
50907,0,EMPLOYED,BUSINESS SERVICES,MARRIED,611,II,A5,KES,"68,747.05","6,917.65",15,NORMAL,A1-A6,"6,835.47",CURRENT
50919,FEMALE,EMPLOYED,INDIVIDUALS,MARRIED,650,GG,A5,KES,"1,000,315.40","92,875.90",0,NORMAL,A1-A6,0,CURRENT
50926,MALE,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,644,GG,A5,KES,"75,000.00","6,964.95",15,NORMAL,A1-A6,"6,856.84",CURRENT
50936,FEMALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,761,AA,A5,KES,"1,000,000.00","92,865.97",0,NORMAL,A1-A6,0,CURRENT
50938,MALE,EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,775,AA,A5,KES,"120,000.00","9,765.78",0,NORMAL,A1-A6,0,CURRENT
50944,MALE,EMPLOYED,TRANSPORT & COMMUNICATION,SINGLE,743,BB,A5,KES,"750,000.00","69,649.48",0,NORMAL,A1-A6,0,CURRENT
50953,FEMALE,SELF-EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,631,HH,A5,KES,"241,423.38","22,436.88",0,NORMAL,A1-A6,26.81,CURRENT
50960,FEMALE,0,INDIVIDUALS,MARRIED,717,CC,A3,KES,"80,000.00","7,429.28",0,NORMAL,A1-A6,0,CURRENT
50974,FEMALE,SELF-EMPLOYED,BUSINESS SERVICES,SINGLE,659,GG,A5,KES,"1,000,000.00","92,865.97",15,NORMAL,A1-A6,"91,560.56",CURRENT
50977,0,0,INDIVIDUALS,0,611,II,B10,KES,"300,000.00","27,859.79",78,WATCH,B7,"78,432.80",CURRENT
50983,MALE,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,695,DD,A5,KES,"1,000,000.00","92,865.97",0,NORMAL,A1-A6,0,CURRENT
51010,FEMALE,EMPLOYED,BUILDING & CONSTRUCTION,SINGLE,726,CC,A5,KES,"177,000.00","16,437.27",0,NORMAL,A1-A6,0,CURRENT
51016,FEMALE,EMPLOYED,FINANCE & INSURANCE,SINGLE,680,EE,A5,KES,"175,000.00","16,255.70",0,NORMAL,A1-A6,0,CURRENT
51020,FEMALE,SELF-EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",SINGLE,749,BB,A5,KES,"347,000.00","31,364.76",0,NORMAL,A1-A6,0,CURRENT
51026,MALE,EMPLOYED,ELECTRICITY & WATER,MARRIED,673,FF,A5,KES,"58,035.78","5,391.72",13,NORMAL,A1-A6,"5,439.64",CURRENT
51037,FEMALE,SELF-EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",SINGLE,679,EE,A5,KES,"558,000.00","51,832.47",43,WATCH,B7,"105,693.56",CURRENT
51038,0,0,INDIVIDUALS,0,708,DD,A5,KES,"1,000,000.00","100,545.69",13,NORMAL,A1-A6,"98,196.85",CURRENT
51039,MALE,SELF-EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,776,AA,A5,KES,"520,000.00","48,302.66",0,NORMAL,A1-A6,0,CURRENT
51041,MALE,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,611,II,A5,KES,"75,095.68","6,467.34",13,NORMAL,A1-A6,"6,479.07",CURRENT
51044,FEMALE,SELF-EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,636,HH,B10,KES,"293,000.00","27,216.69",166,SUBSTANDARD,B8,"175,946.27",CURRENT
51052,MALE,EMPLOYED,TRANSPORT & COMMUNICATION,0,764,AA,A5,KES,"100,000.00","9,288.97",0,NORMAL,A1-A6,0,CURRENT
51056,FEMALE,EMPLOYED,MANUFACTURING & PROCESSING,OTHER,638,HH,A5,KES,"256,000.00","23,779.77",0,NORMAL,A1-A6,0,CURRENT
51062,FEMALE,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,749,BB,A5,KES,"882,000.00","81,463.41",0,NORMAL,A1-A6,0,CURRENT
51063,FEMALE,EMPLOYED,BUSINESS SERVICES,SINGLE,714,CC,A5,KES,"240,000.00","22,293.53",13,NORMAL,A1-A6,"22,513.41",CURRENT
51076,FEMALE,EMPLOYED,INDIVIDUALS,MARRIED,725,CC,A5,KES,"100,000.00","9,288.97",0,NORMAL,A1-A6,0,CURRENT
51086,MALE,0,INDIVIDUALS,0,692,EE,A3,KES,"113,025.98","10,500.45",0,NORMAL,A1-A6,43.15,CURRENT
51100,FEMALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,619,HH,B9,KES,"520,000.00","48,302.66",105,SUBSTANDARD,B8,"184,468.71",CURRENT
51105,FEMALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,650,GG,A5,KES,"100,000.00","9,288.97",0,NORMAL,A1-A6,0,CURRENT
51110,MALE,SELF-EMPLOYED,AGRICULTURE,0,657,GG,A5,KES,"681,000.00","63,257.91",13,NORMAL,A1-A6,"63,082.92",CURRENT
51113,FEMALE,0,INDIVIDUALS,0,757,AA,A3,KES,"60,000.00","5,573.38",0,NORMAL,A1-A6,0,CURRENT
51117,MALE,EMPLOYED,TRANSPORT & COMMUNICATION,0,683,EE,A5,KES,"86,865.68","8,090.18",43,WATCH,B7,"16,522.82",CURRENT
51119,MALE,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,624,HH,B10,KES,"390,000.00","36,226.99",133,SUBSTANDARD,B8,"175,953.96",CURRENT
51134,MALE,0,MANUFACTURING & PROCESSING,OTHER,757,AA,A5,KES,"100,000.00","9,288.97",0,NORMAL,A1-A6,0,CURRENT
51137,FEMALE,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,722,CC,A5,KES,"90,000.00","4,858.57",0,NORMAL,A1-A6,0,CURRENT
51143,FEMALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,702,DD,A5,KES,"53,008.80","4,924.20",13,NORMAL,A1-A6,503.01,CURRENT
51151,FEMALE,0,INDIVIDUALS,0,765,AA,A5,KES,"350,000.00","32,511.41",0,NORMAL,A1-A6,0,CURRENT
51157,#N/A,0,BUSINESS SERVICES,0,670,FF,A5,KES,"1,000,000.00","92,889.73",0,NORMAL,A1-A6,0,CURRENT
51179,FEMALE,0,INDIVIDUALS,0,744,BB,A5,KES,"986,000.00","91,567.87",0,NORMAL,A1-A6,0,CURRENT
51188,MALE,SELF-EMPLOYED,BUILDING & CONSTRUCTION,0,784,AA,A5,KES,"1,000,000.00","92,868.03",0,NORMAL,A1-A6,0,CURRENT
51190,MALE,EMPLOYED,INDIVIDUALS,0,749,BB,A5,KES,"450,000.00","41,790.61",0,NORMAL,A1-A6,0,CURRENT
51208,MALE,EMPLOYED,FINANCE & INSURANCE,SINGLE,713,CC,A5,KES,"200,000.00","18,573.57",0,NORMAL,A1-A6,0,CURRENT
51222,MALE,SELF-EMPLOYED,AGRICULTURE,0,665,FF,A5,KES,"600,035.59","55,724.67",12,NORMAL,A1-A6,"23,432.47",CURRENT
51232,MALE,SELF-EMPLOYED,BUILDING & CONSTRUCTION,MARRIED,603,II,B9,KES,"420,513.99","38,822.73",74,WATCH,B7,"121,290.54",CURRENT
51258,FEMALE,EMPLOYED,BUSINESS SERVICES,MARRIED,762,AA,A5,KES,"829,000.00","76,987.60",0,NORMAL,A1-A6,0,CURRENT
51262,MALE,0,INDIVIDUALS,0,655,GG,A5,KES,"286,040.70","26,567.56",0,NORMAL,A1-A6,0,CURRENT
51273,MALE,EMPLOYED,BUILDING & CONSTRUCTION,0,757,AA,A5,KES,"800,000.00","74,294.42",0,NORMAL,A1-A6,0,CURRENT
51276,MALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,0,765,AA,A5,KES,"1,000,105.75","92,889.21",0,NORMAL,A1-A6,0,CURRENT
51281,MALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,760,AA,A5,KES,"310,000.00","28,791.73",0,NORMAL,A1-A6,0,CURRENT
51288,FEMALE,SELF-EMPLOYED,BUSINESS SERVICES,SINGLE,626,HH,B9,KES,"207,144.50","19,224.79",11,NORMAL,A1-A6,"16,148.52",CURRENT
51320,FEMALE,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,629,HH,A5,KES,"665,000.00","61,762.91",42,WATCH,B7,"127,859.68",CURRENT
51324,MALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,704,DD,A5,KES,"336,068.09","31,206.65",0,NORMAL,A1-A6,0,CURRENT
51331,FEMALE,SELF-EMPLOYED,REAL ESTATE,MARRIED,683,EE,A5,KES,"150,000.00","13,931.48",11,NORMAL,A1-A6,"13,544.28",CURRENT
51342,FEMALE,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,743,BB,A5,KES,"159,000.00","10,397.59",0,NORMAL,A1-A6,0,CURRENT
51348,MALE,SELF-EMPLOYED,BUSINESS SERVICES,SINGLE,737,BB,B9,KES,"964,123.76","89,549.36",42,WATCH,B7,"183,290.30",CURRENT
51353,FEMALE,EMPLOYED,ELECTRICITY & WATER,MARRIED,663,FF,A5,KES,"112,000.00","10,402.17",0,NORMAL,A1-A6,0,CURRENT
51365,MALE,OTHER,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,699,DD,A5,KES,"757,000.00","70,307.54",0,NORMAL,A1-A6,0,CURRENT
51369,MALE,EMPLOYED,TRANSPORT & COMMUNICATION,SINGLE,766,AA,A5,KES,"250,000.00","23,051.34",0,NORMAL,A1-A6,0,CURRENT
51381,FEMALE,SELF-EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,746,BB,A5,KES,"450,717.28","40,532.44",11,NORMAL,A1-A6,"41,129.92",CURRENT
51397,0,OTHER,INDIVIDUALS,0,631,HH,A5,KES,"329,000.00","30,553.64",41,WATCH,B7,"59,323.65",CURRENT
51419,0,SELF-EMPLOYED,PROFESSIONAL SERVICES,MARRIED,689,EE,A5,KES,"135,000.00","12,537.21",0,NORMAL,A1-A6,0,CURRENT
51425,MALE,SELF-EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,743,BB,A5,KES,"650,000.00","60,737.18",0,NORMAL,A1-A6,0,CURRENT
51430,FEMALE,EMPLOYED,NON PROFIT INSTITUTIONS,MARRIED,683,EE,A5,KES,"521,000.00","48,384.33",0,NORMAL,A1-A6,0,CURRENT
51442,FEMALE,EMPLOYED,FINANCE & INSURANCE,MARRIED,650,GG,A5,KES,"125,000.00","11,608.52",0,NORMAL,A1-A6,0,CURRENT
51454,MALE,EMPLOYED,GOVERNMENT,MARRIED,590,II,A5,KES,"54,748.30","4,072.51",8,NORMAL,A1-A6,"4,060.55",CURRENT
51458,MALE,SELF-EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,736,BB,A5,KES,"1,000,000.00","92,868.19",0,NORMAL,A1-A6,0,CURRENT
51462,FEMALE,SELF-EMPLOYED,TOURISM & HOSPITALITY,SINGLE,619,HH,B10,KES,"686,000.00","63,707.58",162,SUBSTANDARD,B8,"409,837.27",CURRENT
51467,FEMALE,EMPLOYED,AGRICULTURE,MARRIED,650,GG,A5,KES,"145,057.92","13,462.34",0,NORMAL,A1-A6,20.92,CURRENT
51484,FEMALE,0,INDIVIDUALS,0,771,AA,A3,KES,"180,000.00","16,716.27",0,NORMAL,A1-A6,0,CURRENT
51491,FEMALE,EMPLOYED,FINANCE & INSURANCE,SINGLE,656,GG,A5,KES,"300,000.00","27,855.44",0,NORMAL,A1-A6,0,CURRENT
51494,FEMALE,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",SINGLE,674,FF,A5,KES,"582,000.00","54,049.29",8,NORMAL,A1-A6,"54,280.60",CURRENT
51509,FEMALE,EMPLOYED,TOURISM & HOSPITALITY,0,703,DD,A5,KES,"66,000.00","6,121.22",0,NORMAL,A1-A6,0,CURRENT
51562,FEMALE,SELF-EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,706,DD,A5,KES,"1,000,000.00","83,961.38",0,NORMAL,A1-A6,0,CURRENT
51582,#N/A,0,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,768,AA,A5,KES,"934,000.00","86,723.27",0,NORMAL,A1-A6,0,CURRENT
51597,MALE,EMPLOYED,WHOLESALE AND RETAIL TRADE,0,644,GG,A5,KES,"162,000.00","15,041.94",0,NORMAL,A1-A6,0,CURRENT
51598,0,EMPLOYED,GOVERNMENT,MARRIED,771,AA,A5,KES,"76,000.00","6,517.82",0,NORMAL,A1-A6,0,CURRENT
51609,FEMALE,EMPLOYED,TRANSPORT & COMMUNICATION,SINGLE,723,CC,A5,KES,"325,008.00","30,177.58",0,NORMAL,A1-A6,0,CURRENT
51615,MALE,0,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,787,AA,A5,KES,"160,000.00","14,856.23",0,NORMAL,A1-A6,0,CURRENT
51622,0,EMPLOYED,BUSINESS SERVICES,MARRIED,757,AA,A5,KES,"540,000.00","19,427.85",0,NORMAL,A1-A6,0,CURRENT
51624,FEMALE,EMPLOYED,INDIVIDUALS,SINGLE,743,BB,A4,KES,"126,000.00","11,699.29",0,NORMAL,A1-A6,0,CURRENT
51625,FEMALE,EMPLOYED,BUSINESS SERVICES,MARRIED,735,BB,A5,KES,"850,130.38","78,937.96",0,NORMAL,A1-A6,0,CURRENT
51630,FEMALE,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,657,GG,A5,KES,"1,000,000.00","93,034.16",0,NORMAL,A1-A6,0,CURRENT
51659,0,EMPLOYED,INDIVIDUALS,MARRIED,757,AA,A5,KES,"439,000.00","39,212.02",6,NORMAL,A1-A6,"39,370.80",CURRENT
51663,MALE,SELF-EMPLOYED,BUILDING & CONSTRUCTION,MARRIED,761,AA,A5,KES,"1,000,000.00","81,702.15",6,NORMAL,A1-A6,"81,471.12",CURRENT
51682,0,EMPLOYED,BUSINESS SERVICES,SINGLE,722,CC,A5,KES,"1,000,000.00","92,851.70",0,NORMAL,A1-A6,0,CURRENT
51688,MALE,EMPLOYED,FINANCE & INSURANCE,0,678,EE,B9,KES,"80,000.00","7,428.14",6,NORMAL,A1-A6,"7,458.67",CURRENT
51693,MALE,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,757,AA,A5,KES,"250,000.00","23,212.92",0,NORMAL,A1-A6,0,CURRENT
51699,FEMALE,EMPLOYED,PROFESSIONAL SERVICES,0,744,BB,A5,KES,"433,000.00","40,204.79",0,NORMAL,A1-A6,0,CURRENT
51708,MALE,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,784,AA,A5,KES,"300,000.00","27,855.51",0,NORMAL,A1-A6,0,CURRENT
51714,#N/A,0,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,763,AA,A5,KES,"296,000.00","27,484.10",0,NORMAL,A1-A6,0,CURRENT
51717,FEMALE,0,INDIVIDUALS,MARRIED,575,JJ,A5,KES,"80,000.00","7,428.14",0,NORMAL,A1-A6,0,CURRENT
51720,MALE,OTHER,TRANSPORT & COMMUNICATION,0,776,AA,A5,KES,"350,000.00","32,498.09",0,NORMAL,A1-A6,0,CURRENT
51722,MALE,0,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,#N/A,#N/A,A5,KES,"1,000,000.00","92,851.70",0,NORMAL,A1-A6,0,CURRENT
51728,MALE,EMPLOYED,INDIVIDUALS,MARRIED,703,DD,A5,KES,"265,281.00","24,631.79",0,NORMAL,A1-A6,0,CURRENT
51730,0,EMPLOYED,INDIVIDUALS,MARRIED,688,EE,A5,KES,"840,000.00","77,995.43",0,NORMAL,A1-A6,256.2,CURRENT
51751,FEMALE,0,INDIVIDUALS,0,745,BB,A3,KES,"300,332.34","23,997.18",0,NORMAL,A1-A6,0,CURRENT
51755,MALE,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,652,GG,B10,KES,"1,000,000.00","92,851.70",127,SUBSTANDARD,B8,"393,701.94",CURRENT
