ID,GENDER,AGE,NO_DEFAULT_LOAN,EMPLOYMENT_STATUS,SECTOR,MARITAL_STATUS,CREDIT_SCORE,SCOREGRADE,CRR,CURRENCY,NET INCOME,PRINCIPAL_AMOUNT,EMI,OD_DAYS,PRUDENTIAL_CLASSIFICATION,RISK_GRADE,AREARS,LOAN_STATUS
496364.0,MALE,48,0.0,SELF-EMPLOYED,REAL ESTATE,SINGLE,762.0,AA,A5,KES,7759640.16,987000.0,"91,618.19",0.0,NORMAL,A1-A6,0,CURRENT
73095.0,MALE,33,4.0,SELF-EMPLOYED,NON PROFIT INSTITUTIONS,SINGLE,625.0,HH,A5,KES,4590900.0,402000.0,"37,315.61",0.0,NORMAL,A1-A6,0,CURRENT
269701.0,FEMALE,51,0.0,0,INDIVIDUALS,0,654.0,GG,A3,KES,1156653.35,80000.0,"8,773.83",0.0,NORMAL,A1-A6,0,CURRENT
331049.0,FEMALE,32,0.0,EMPLOYED,BUSINESS SERVICES,SINGLE,659.0,GG,A5,KES,605799.0,60000.0,"5,567.40",0.0,NORMAL,A1-A6,0,CURRENT
460984.0,MALE,39,0.0,EMPLOYED,NON PROFIT INSTITUTIONS,MARRIED,757.0,AA,A5,KES,5888985.5,1000000.0,"92,824.91",0.0,NORMAL,A1-A6,0,CURRENT
465979.0,0,53,0.0,EMPLOYED,INDIVIDUALS,MARRIED,795.0,AA,A5,KES,7462777.49,298000.0,"21,719.40",0.0,NORMAL,A1-A6,0,CURRENT
218660.0,MALE,38,0.0,EMPLOYED,BUSINESS SERVICES,0,577.0,JJ,A5,KES,1232864.0,152000.0,"14,103.52",0.0,NORMAL,A1-A6,0,CURRENT
184339.0,FEMALE,29,0.0,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",SINGLE,584.0,II,B9,KES,0.0,66000.0,"6,126.44",78.0,WATCH,B7,"19,176.52",CURRENT
296747.0,FEMALE,35,3.0,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,632.0,HH,A5,KES,707387.1,100000.0,"9,278.38",0.0,NORMAL,A1-A6,0,CURRENT
265256.0,FEMALE,35,1.0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,690.0,EE,A5,KES,1541087.0,264000.0,"24,505.00",0.0,NORMAL,A1-A6,0,CURRENT
445159.0,MALE,41,5.0,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,609.0,II,A5,KES,644327.4,56008.11,"5,185.60",0.0,NORMAL,A1-A6,0,CURRENT
313384.0,MALE,52,0.0,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,719.0,CC,A5,KES,1555216.85,320000.0,"29,703.98",0.0,NORMAL,A1-A6,0,CURRENT
299178.0,MALE,40,0.0,SELF-EMPLOYED,TRANSPORT & COMMUNICATION,0,663.0,FF,A5,KES,8508800.0,1000000.0,"92,824.91",0.0,NORMAL,A1-A6,0,CURRENT
480944.0,FEMALE,30,4.0,EMPLOYED,BUSINESS SERVICES,SINGLE,634.0,HH,A5,KES,742159.34,82098.45,"7,621.83",18.0,NORMAL,A1-A6,"2,981.80",CURRENT
179171.0,FEMALE,37,2.0,0,INDIVIDUALS,0,651.0,GG,A5,KES,780097.13,117079.02,"10,861.14",0.0,NORMAL,A1-A6,72.19,CURRENT
68101.0,MALE,40,5.0,EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,634.0,HH,B9,KES,48682.32,1000000.0,"92,824.91",78.0,WATCH,B7,"194,626.41",CURRENT
489966.0,FEMALE,27,5.0,SELF-EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,589.0,II,B9,KES,60300.0,904000.0,"81,964.95",110.0,SUBSTANDARD,B8,"317,117.73",CURRENT
76780.0,MALE,33,1.0,EMPLOYED,REAL ESTATE,SINGLE,690.0,EE,A5,KES,12346910.0,1000000.0,"92,824.91",0.0,NORMAL,A1-A6,0,CURRENT
120304.0,MALE,32,1.0,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,759.0,AA,A5,KES,2919906.9,279000.0,"25,914.16",0.0,NORMAL,A1-A6,0,CURRENT
427106.0,FEMALE,27,0.0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,698.0,DD,A5,KES,2896560.0,700000.0,"60,304.55",0.0,NORMAL,A1-A6,285.74,CURRENT
259844.0,FEMALE,55,0.0,EMPLOYED,INDIVIDUALS,MARRIED,755.0,AA,A5,KES,10715666.5,1000000.0,"75,354.47",0.0,NORMAL,A1-A6,0,CURRENT
284472.0,FEMALE,30,0.0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,636.0,HH,A5,KES,1473090.0,110000.0,"10,217.05",0.0,NORMAL,A1-A6,92.53,CURRENT
291090.0,MALE,43,0.0,EMPLOYED,BUSINESS SERVICES,SINGLE,716.0,CC,A5,KES,1690763.0,150000.46,"13,921.90",0.0,NORMAL,A1-A6,0,CURRENT
353855.0,FEMALE,49,0.0,EMPLOYED,MANUFACTURING & PROCESSING,0,684.0,EE,A5,KES,1064337.3,98000.0,"9,102.46",0.0,NORMAL,A1-A6,0,CURRENT
224809.0,FEMALE,32,0.0,EMPLOYED,FINANCE & INSURANCE,SINGLE,704.0,DD,B9,KES,292745.0,450000.0,"41,797.03",48.0,WATCH,B7,"85,884.83",CURRENT
259148.0,MALE,37,3.0,EMPLOYED,BUSINESS SERVICES,0,670.0,FF,A5,KES,1683384.8,164000.0,"19,839.17",0.0,NORMAL,A1-A6,0,CURRENT
296940.0,0,41,0.0,0,INDIVIDUALS,0,640.0,GG,A5,KES,2020498.0,947000.0,"87,959.53",0.0,NORMAL,A1-A6,0,CURRENT
376705.0,MALE,34,4.0,EMPLOYED,TRANSPORT & COMMUNICATION,0,612.0,II,B9,KES,1925100.0,72044.24,"6,692.32",78.0,WATCH,B7,"21,140.16",CURRENT
331272.0,MALE,43,1.0,SELF-EMPLOYED,BUSINESS SERVICES,0,697.0,DD,B9,KES,571903.0,219000.0,"20,341.22",0.0,NORMAL,A1-A6,0,CURRENT
330707.0,FEMALE,40,0.0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,606.0,II,A5,KES,194200.0,83103.16,"7,721.12",0.0,NORMAL,A1-A6,0,CURRENT
403169.0,FEMALE,28,0.0,EMPLOYED,NON PROFIT INSTITUTIONS,SINGLE,649.0,GG,A5,KES,1217783.55,80049.66,"6,497.57",0.0,NORMAL,A1-A6,0,CURRENT
178271.0,FEMALE,50,0.0,EMPLOYED,FINANCE & INSURANCE,0,627.0,HH,A5,KES,3112379.95,591000.0,"54,893.43",0.0,NORMAL,A1-A6,0,CURRENT
278760.0,,47,0.0,0,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,618.0,HH,A5,KES,,700000.0,"124,086.45",0.0,NORMAL,A1-A6,"123,525.98",EXPIRED
311573.0,MALE,46,2.0,EMPLOYED,TOURISM & HOSPITALITY,MARRIED,597.0,II,A5,KES,788601.8,86000.0,"7,987.88",0.0,NORMAL,A1-A6,0,CURRENT
271327.0,,49,0.0,0,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,720.0,CC,A5,KES,,1000000.0,"92,882.28",0.0,NORMAL,A1-A6,0,CURRENT
312741.0,FEMALE,49,2.0,0,INDIVIDUALS,0,574.0,JJ,A5,KES,908324.0,80000.0,"7,429.28",0.0,NORMAL,A1-A6,0,CURRENT
464465.0,0,42,3.0,EMPLOYED,BUSINESS SERVICES,MARRIED,611.0,II,A5,KES,343167.0,68747.05,"6,917.65",15.0,NORMAL,A1-A6,"6,835.47",CURRENT
322656.0,FEMALE,44,2.0,EMPLOYED,INDIVIDUALS,MARRIED,650.0,GG,A5,KES,5962500.83,1000315.4,"92,875.90",0.0,NORMAL,A1-A6,0,CURRENT
455688.0,MALE,48,1.0,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,644.0,GG,A5,KES,699246.15,75000.0,"6,964.95",15.0,NORMAL,A1-A6,"6,856.84",CURRENT
465642.0,FEMALE,56,0.0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,761.0,AA,A5,KES,4254955.0,1000000.0,"92,865.97",0.0,NORMAL,A1-A6,0,CURRENT
153168.0,MALE,37,0.0,EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,775.0,AA,A5,KES,1819653.55,120000.0,"9,765.78",0.0,NORMAL,A1-A6,0,CURRENT
226420.0,MALE,28,0.0,EMPLOYED,TRANSPORT & COMMUNICATION,SINGLE,743.0,BB,A5,KES,5516461.39,750000.0,"69,649.48",0.0,NORMAL,A1-A6,0,CURRENT
474846.0,FEMALE,42,2.0,SELF-EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,631.0,HH,A5,KES,0.0,241423.38,"22,436.88",0.0,NORMAL,A1-A6,26.81,CURRENT
361915.0,FEMALE,42,0.0,0,INDIVIDUALS,MARRIED,717.0,CC,A3,KES,4491893.37,80000.0,"7,429.28",0.0,NORMAL,A1-A6,0,CURRENT
388075.0,FEMALE,34,0.0,SELF-EMPLOYED,BUSINESS SERVICES,SINGLE,659.0,GG,A5,KES,27994599.0,1000000.0,"92,865.97",15.0,NORMAL,A1-A6,"91,560.56",CURRENT
76901.0,0,40,2.0,0,INDIVIDUALS,0,611.0,II,B10,KES,61158.0,300000.0,"27,859.79",78.0,WATCH,B7,"78,432.80",CURRENT
120846.0,MALE,36,1.0,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,695.0,DD,A5,KES,6840093.0,1000000.0,"92,865.97",0.0,NORMAL,A1-A6,0,CURRENT
237577.0,FEMALE,35,0.0,EMPLOYED,BUILDING & CONSTRUCTION,SINGLE,726.0,CC,A5,KES,1889265.0,177000.0,"16,437.27",0.0,NORMAL,A1-A6,0,CURRENT
366580.0,FEMALE,55,0.0,EMPLOYED,FINANCE & INSURANCE,SINGLE,680.0,EE,A5,KES,729866.43,175000.0,"16,255.70",0.0,NORMAL,A1-A6,0,CURRENT
84475.0,FEMALE,34,0.0,SELF-EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",SINGLE,749.0,BB,A5,KES,2502495.35,347000.0,"31,364.76",0.0,NORMAL,A1-A6,0,CURRENT
479562.0,MALE,33,0.0,EMPLOYED,ELECTRICITY & WATER,MARRIED,673.0,FF,A5,KES,419751.0,58035.78,"5,391.72",13.0,NORMAL,A1-A6,"5,439.64",CURRENT
327654.0,FEMALE,32,0.0,SELF-EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",SINGLE,679.0,EE,A5,KES,0.0,558000.0,"51,832.47",43.0,WATCH,B7,"105,693.56",CURRENT
176830.0,0,54,0.0,0,INDIVIDUALS,0,708.0,DD,A5,KES,0.0,1000000.0,"100,545.69",13.0,NORMAL,A1-A6,"98,196.85",CURRENT
478451.0,MALE,37,0.0,SELF-EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,776.0,AA,A5,KES,6145252.75,520000.0,"48,302.66",0.0,NORMAL,A1-A6,0,CURRENT
494656.0,MALE,36,6.0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,611.0,II,A5,KES,344750.0,75095.68,"6,467.34",13.0,NORMAL,A1-A6,"6,479.07",CURRENT
315687.0,FEMALE,38,2.0,SELF-EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,636.0,HH,B10,KES,10420300.0,293000.0,"27,216.69",166.0,SUBSTANDARD,B8,"175,946.27",CURRENT
438957.0,MALE,33,0.0,EMPLOYED,TRANSPORT & COMMUNICATION,0,764.0,AA,A5,KES,686568.87,100000.0,"9,288.97",0.0,NORMAL,A1-A6,0,CURRENT
263540.0,FEMALE,42,0.0,EMPLOYED,MANUFACTURING & PROCESSING,OTHER,638.0,HH,A5,KES,1327695.0,256000.0,"23,779.77",0.0,NORMAL,A1-A6,0,CURRENT
382777.0,FEMALE,36,0.0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,749.0,BB,A5,KES,3934084.58,882000.0,"81,463.41",0.0,NORMAL,A1-A6,0,CURRENT
63944.0,FEMALE,39,1.0,EMPLOYED,BUSINESS SERVICES,SINGLE,714.0,CC,A5,KES,1535123.2,240000.0,"22,293.53",13.0,NORMAL,A1-A6,"22,513.41",CURRENT
448759.0,FEMALE,51,2.0,EMPLOYED,INDIVIDUALS,MARRIED,725.0,CC,A5,KES,3022157.33,100000.0,"9,288.97",0.0,NORMAL,A1-A6,0,CURRENT
498380.0,MALE,45,0.0,0,INDIVIDUALS,0,692.0,EE,A3,KES,947012.82,113025.98,"10,500.45",0.0,NORMAL,A1-A6,43.15,CURRENT
298382.0,FEMALE,33,4.0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,619.0,HH,B9,KES,221100.0,520000.0,"48,302.66",105.0,SUBSTANDARD,B8,"184,468.71",CURRENT
212918.0,FEMALE,26,0.0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,650.0,GG,A5,KES,1916019.52,100000.0,"9,288.97",0.0,NORMAL,A1-A6,0,CURRENT
388761.0,MALE,41,0.0,SELF-EMPLOYED,AGRICULTURE,0,657.0,GG,A5,KES,5278277.0,681000.0,"63,257.91",13.0,NORMAL,A1-A6,"63,082.92",CURRENT
242490.0,FEMALE,39,0.0,0,INDIVIDUALS,0,757.0,AA,A3,KES,2286529.68,60000.0,"5,573.38",0.0,NORMAL,A1-A6,0,CURRENT
18233.0,MALE,32,0.0,EMPLOYED,TRANSPORT & COMMUNICATION,0,683.0,EE,A5,KES,6082761.41,86865.68,"8,090.18",43.0,WATCH,B7,"16,522.82",CURRENT
327647.0,MALE,57,0.0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,624.0,HH,B10,KES,2000.0,390000.0,"36,226.99",133.0,SUBSTANDARD,B8,"175,953.96",CURRENT
336556.0,MALE,50,0.0,0,MANUFACTURING & PROCESSING,OTHER,757.0,AA,A5,KES,1049200.0,100000.0,"9,288.97",0.0,NORMAL,A1-A6,0,CURRENT
292604.0,FEMALE,38,0.0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,722.0,CC,A5,KES,1426365.5,90000.0,"4,858.57",0.0,NORMAL,A1-A6,0,CURRENT
136631.0,FEMALE,38,0.0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,702.0,DD,A5,KES,217438.0,53008.8,"4,924.20",13.0,NORMAL,A1-A6,503.01,CURRENT
59567.0,FEMALE,51,0.0,0,INDIVIDUALS,0,765.0,AA,A5,KES,2509155.35,350000.0,"32,511.41",0.0,NORMAL,A1-A6,0,CURRENT
17819.0,,58,1.0,0,BUSINESS SERVICES,0,670.0,FF,A5,KES,,1000000.0,"92,889.73",0.0,NORMAL,A1-A6,0,CURRENT
175332.0,FEMALE,60,0.0,0,INDIVIDUALS,0,744.0,BB,A5,KES,5254260.0,986000.0,"91,567.87",0.0,NORMAL,A1-A6,0,CURRENT
201259.0,MALE,38,0.0,SELF-EMPLOYED,BUILDING & CONSTRUCTION,0,784.0,AA,A5,KES,24109757.0,1000000.0,"92,868.03",0.0,NORMAL,A1-A6,0,CURRENT
262104.0,MALE,48,0.0,EMPLOYED,INDIVIDUALS,0,749.0,BB,A5,KES,3050649.05,450000.0,"41,790.61",0.0,NORMAL,A1-A6,0,CURRENT
251797.0,MALE,39,0.0,EMPLOYED,FINANCE & INSURANCE,SINGLE,713.0,CC,A5,KES,2183393.95,200000.0,"18,573.57",0.0,NORMAL,A1-A6,0,CURRENT
375337.0,MALE,45,1.0,SELF-EMPLOYED,AGRICULTURE,0,665.0,FF,A5,KES,8039618.0,600035.59,"55,724.67",12.0,NORMAL,A1-A6,"23,432.47",CURRENT
232197.0,MALE,30,0.0,SELF-EMPLOYED,BUILDING & CONSTRUCTION,MARRIED,603.0,II,B9,KES,1565957.0,420513.99,"38,822.73",74.0,WATCH,B7,"121,290.54",CURRENT
251646.0,FEMALE,51,0.0,EMPLOYED,BUSINESS SERVICES,MARRIED,762.0,AA,A5,KES,4011900.0,829000.0,"76,987.60",0.0,NORMAL,A1-A6,0,CURRENT
325318.0,MALE,38,0.0,0,INDIVIDUALS,0,655.0,GG,A5,KES,1582604.55,286040.7,"26,567.56",0.0,NORMAL,A1-A6,0,CURRENT
455677.0,MALE,67,0.0,EMPLOYED,BUILDING & CONSTRUCTION,0,757.0,AA,A5,KES,30773947.82,800000.0,"74,294.42",0.0,NORMAL,A1-A6,0,CURRENT
36261.0,MALE,52,0.0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,0,765.0,AA,A5,KES,23671423.0,1000105.75,"92,889.21",0.0,NORMAL,A1-A6,0,CURRENT
166614.0,MALE,31,0.0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,760.0,AA,A5,KES,1860005.0,310000.0,"28,791.73",0.0,NORMAL,A1-A6,0,CURRENT
201957.0,FEMALE,32,1.0,SELF-EMPLOYED,BUSINESS SERVICES,SINGLE,626.0,HH,B9,KES,27000.0,207144.5,"19,224.79",11.0,NORMAL,A1-A6,"16,148.52",CURRENT
197295.0,FEMALE,36,1.0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,629.0,HH,A5,KES,0.0,665000.0,"61,762.91",42.0,WATCH,B7,"127,859.68",CURRENT
31016.0,MALE,35,0.0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,704.0,DD,A5,KES,1116626.14,336068.09,"31,206.65",0.0,NORMAL,A1-A6,0,CURRENT
125301.0,FEMALE,52,0.0,SELF-EMPLOYED,REAL ESTATE,MARRIED,683.0,EE,A5,KES,9017329.0,150000.0,"13,931.48",11.0,NORMAL,A1-A6,"13,544.28",CURRENT
95392.0,FEMALE,26,0.0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,SINGLE,743.0,BB,A5,KES,3041450.0,159000.0,"10,397.59",0.0,NORMAL,A1-A6,0,CURRENT
190162.0,MALE,21,0.0,SELF-EMPLOYED,BUSINESS SERVICES,SINGLE,737.0,BB,B9,KES,0.0,964123.76,"89,549.36",42.0,WATCH,B7,"183,290.30",CURRENT
185506.0,FEMALE,31,1.0,EMPLOYED,ELECTRICITY & WATER,MARRIED,663.0,FF,A5,KES,1039396.6,112000.0,"10,402.17",0.0,NORMAL,A1-A6,0,CURRENT
135000.0,MALE,50,0.0,OTHER,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,699.0,DD,A5,KES,2958433.0,757000.0,"70,307.54",0.0,NORMAL,A1-A6,0,CURRENT
74076.0,MALE,31,0.0,EMPLOYED,TRANSPORT & COMMUNICATION,SINGLE,766.0,AA,A5,KES,2999386.17,250000.0,"23,051.34",0.0,NORMAL,A1-A6,0,CURRENT
284811.0,FEMALE,40,1.0,SELF-EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,746.0,BB,A5,KES,6013530.0,450717.28,"40,532.44",11.0,NORMAL,A1-A6,"41,129.92",CURRENT
450051.0,0,34,0.0,OTHER,INDIVIDUALS,0,631.0,HH,A5,KES,0.0,329000.0,"30,553.64",41.0,WATCH,B7,"59,323.65",CURRENT
101608.0,0,58,0.0,SELF-EMPLOYED,PROFESSIONAL SERVICES,MARRIED,689.0,EE,A5,KES,1212773.0,135000.0,"12,537.21",0.0,NORMAL,A1-A6,0,CURRENT
194282.0,MALE,64,0.0,SELF-EMPLOYED,MANUFACTURING & PROCESSING,MARRIED,743.0,BB,A5,KES,6824620.0,650000.0,"60,737.18",0.0,NORMAL,A1-A6,0,CURRENT
297904.0,FEMALE,42,2.0,EMPLOYED,NON PROFIT INSTITUTIONS,MARRIED,683.0,EE,A5,KES,3577358.05,521000.0,"48,384.33",0.0,NORMAL,A1-A6,0,CURRENT
188671.0,FEMALE,38,2.0,EMPLOYED,FINANCE & INSURANCE,MARRIED,650.0,GG,A5,KES,1299580.26,125000.0,"11,608.52",0.0,NORMAL,A1-A6,0,CURRENT
498574.0,MALE,35,2.0,EMPLOYED,GOVERNMENT,MARRIED,590.0,II,A5,KES,392470.0,54748.3,"4,072.51",8.0,NORMAL,A1-A6,"4,060.55",CURRENT
187301.0,MALE,51,0.0,SELF-EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,736.0,BB,A5,KES,4892900.0,1000000.0,"92,868.19",0.0,NORMAL,A1-A6,0,CURRENT
20446.0,FEMALE,32,6.0,SELF-EMPLOYED,TOURISM & HOSPITALITY,SINGLE,619.0,HH,B10,KES,0.0,686000.0,"63,707.58",162.0,SUBSTANDARD,B8,"409,837.27",CURRENT
347513.0,FEMALE,40,1.0,EMPLOYED,AGRICULTURE,MARRIED,650.0,GG,A5,KES,814100.0,145057.92,"13,462.34",0.0,NORMAL,A1-A6,20.92,CURRENT
134663.0,FEMALE,73,0.0,0,INDIVIDUALS,0,771.0,AA,A3,KES,1033488.63,180000.0,"16,716.27",0.0,NORMAL,A1-A6,0,CURRENT
91042.0,FEMALE,33,0.0,EMPLOYED,FINANCE & INSURANCE,SINGLE,656.0,GG,A5,KES,1854842.08,300000.0,"27,855.44",0.0,NORMAL,A1-A6,0,CURRENT
484547.0,FEMALE,35,1.0,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",SINGLE,674.0,FF,A5,KES,3204776.0,582000.0,"54,049.29",8.0,NORMAL,A1-A6,"54,280.60",CURRENT
53826.0,FEMALE,36,0.0,EMPLOYED,TOURISM & HOSPITALITY,0,703.0,DD,A5,KES,844567.1,66000.0,"6,121.22",0.0,NORMAL,A1-A6,0,CURRENT
17492.0,FEMALE,40,0.0,SELF-EMPLOYED,TRANSPORT & COMMUNICATION,MARRIED,706.0,DD,A5,KES,0.0,1000000.0,"83,961.38",0.0,NORMAL,A1-A6,0,CURRENT
198256.0,,48,0.0,0,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,768.0,AA,A5,KES,,934000.0,"86,723.27",0.0,NORMAL,A1-A6,0,CURRENT
48798.0,MALE,44,2.0,EMPLOYED,WHOLESALE AND RETAIL TRADE,0,644.0,GG,A5,KES,1497075.44,162000.0,"15,041.94",0.0,NORMAL,A1-A6,0,CURRENT
292854.0,0,55,0.0,EMPLOYED,GOVERNMENT,MARRIED,771.0,AA,A5,KES,1031300.0,76000.0,"6,517.82",0.0,NORMAL,A1-A6,0,CURRENT
330231.0,FEMALE,31,0.0,EMPLOYED,TRANSPORT & COMMUNICATION,SINGLE,723.0,CC,A5,KES,1265707.61,325008.0,"30,177.58",0.0,NORMAL,A1-A6,0,CURRENT
377046.0,MALE,52,0.0,0,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,787.0,AA,A5,KES,4064408.97,160000.0,"14,856.23",0.0,NORMAL,A1-A6,0,CURRENT
310558.0,0,47,0.0,EMPLOYED,BUSINESS SERVICES,MARRIED,757.0,AA,A5,KES,5827797.25,540000.0,"19,427.85",0.0,NORMAL,A1-A6,0,CURRENT
466384.0,FEMALE,44,0.0,EMPLOYED,INDIVIDUALS,SINGLE,743.0,BB,A4,KES,2638500.0,126000.0,"11,699.29",0.0,NORMAL,A1-A6,0,CURRENT
431082.0,FEMALE,44,0.0,EMPLOYED,BUSINESS SERVICES,MARRIED,735.0,BB,A5,KES,4887389.1,850130.38,"78,937.96",0.0,NORMAL,A1-A6,0,CURRENT
243749.0,FEMALE,37,3.0,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,657.0,GG,A5,KES,8403888.0,1000000.0,"93,034.16",0.0,NORMAL,A1-A6,0,CURRENT
404082.0,0,44,0.0,EMPLOYED,INDIVIDUALS,MARRIED,757.0,AA,A5,KES,2894970.0,439000.0,"39,212.02",6.0,NORMAL,A1-A6,"39,370.80",CURRENT
239726.0,MALE,41,0.0,SELF-EMPLOYED,BUILDING & CONSTRUCTION,MARRIED,761.0,AA,A5,KES,7617770.0,1000000.0,"81,702.15",6.0,NORMAL,A1-A6,"81,471.12",CURRENT
495771.0,0,36,0.0,EMPLOYED,BUSINESS SERVICES,SINGLE,722.0,CC,A5,KES,6700244.13,1000000.0,"92,851.70",0.0,NORMAL,A1-A6,0,CURRENT
244276.0,MALE,47,1.0,EMPLOYED,FINANCE & INSURANCE,0,678.0,EE,B9,KES,0.0,80000.0,"7,428.14",6.0,NORMAL,A1-A6,"7,458.67",CURRENT
378707.0,MALE,40,0.0,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,757.0,AA,A5,KES,1658415.0,250000.0,"23,212.92",0.0,NORMAL,A1-A6,0,CURRENT
98056.0,FEMALE,42,0.0,EMPLOYED,PROFESSIONAL SERVICES,0,744.0,BB,A5,KES,4335596.5,433000.0,"40,204.79",0.0,NORMAL,A1-A6,0,CURRENT
367669.0,MALE,46,0.0,EMPLOYED,"SOCIAL, COMMUNITY & PERSONAL SERVIC",MARRIED,784.0,AA,A5,KES,9246200.0,300000.0,"27,855.51",0.0,NORMAL,A1-A6,0,CURRENT
262675.0,,47,0.0,0,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,763.0,AA,A5,KES,,296000.0,"27,484.10",0.0,NORMAL,A1-A6,0,CURRENT
216385.0,FEMALE,66,1.0,0,INDIVIDUALS,MARRIED,575.0,JJ,A5,KES,788775.75,80000.0,"7,428.14",0.0,NORMAL,A1-A6,0,CURRENT
378680.0,MALE,38,0.0,OTHER,TRANSPORT & COMMUNICATION,0,776.0,AA,A5,KES,2552042.64,350000.0,"32,498.09",0.0,NORMAL,A1-A6,0,CURRENT
11073.0,MALE,47,,0,"SOCIAL, COMMUNITY & PERSONAL SERVIC",0,,,A5,KES,23778989.0,1000000.0,"92,851.70",0.0,NORMAL,A1-A6,0,CURRENT
58218.0,MALE,43,0.0,EMPLOYED,INDIVIDUALS,MARRIED,703.0,DD,A5,KES,3952101.75,265281.0,"24,631.79",0.0,NORMAL,A1-A6,0,CURRENT
247117.0,0,37,5.0,EMPLOYED,INDIVIDUALS,MARRIED,688.0,EE,A5,KES,19195786.0,840000.0,"77,995.43",0.0,NORMAL,A1-A6,256.2,CURRENT
289044.0,FEMALE,46,0.0,0,INDIVIDUALS,0,745.0,BB,A3,KES,2637934.79,300332.34,"23,997.18",0.0,NORMAL,A1-A6,0,CURRENT
463200.0,MALE,34,0.0,SELF-EMPLOYED,BUSINESS SERVICES,MARRIED,652.0,GG,B10,KES,100000.0,1000000.0,"92,851.70",127.0,SUBSTANDARD,B8,"393,701.94",CURRENT
49617.0,MALE,43,2.0,0,INDIVIDUALS,0,676.0,FF,A3,KES,1126912.73,125000.0,0,0.0,NORMAL,A1-A6,0,CURRENT
297775.0,MALE,40,0.0,EMPLOYED,FINANCE & INSURANCE,0,694.0,DD,A5,KES,1898577.15,319000.0,"29,619.70",0.0,NORMAL,A1-A6,0,CURRENT
51331.0,FEMALE,34,0.0,SELF-EMPLOYED,WHOLESALE AND RETAIL TRADE,MARRIED,675.0,FF,A5,KES,8087843.72,300000.0,"12,860.05",0.0,NORMAL,A1-A6,0,CURRENT
215168.0,0,50,0.0,0,INDIVIDUALS,MARRIED,725.0,CC,A5,KES,826166.5,56000.0,"4,608.49",0.0,NORMAL,A1-A6,0,CURRENT
426449.0,MALE,32,0.0,EMPLOYED,MANUFACTURING & PROCESSING,0,776.0,AA,A5,KES,2215427.29,266000.0,"24,698.55",0.0,NORMAL,A1-A6,0,CURRENT
97770.0,MALE,40,0.0,OTHER,"SOCIAL, COMMUNITY & PERSONAL SERVIC",SINGLE,730.0,BB,A5,KES,1686642.95,300000.0,"27,855.51",0.0,NORMAL,A1-A6,0,CURRENT
